row,device,ace_text
660,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe49.front01.iad01.production.nest.com dst-port:11095
661,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe66.front01.iad01.production.nest.com dst-port:11095
662,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe67.front01.iad01.production.nest.com dst-port:11095
663,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe48.front01.iad01.production.nest.com dst-port:11095
664,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe70.front01.iad01.production.nest.com dst-port:11095
665,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe33.front01.iad01.production.nest.com dst-port:11095
666,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:weave-logsink.nest.com dst-port:11095
667,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe91.front01.iad01.production.nest.com dst-port:11095
668,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe116.front01.iad01.production.nest.com dst-port:11095
669,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe56.front01.iad01.production.nest.com dst-port:11095
670,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe113.front01.iad01.production.nest.com dst-port:11095
671,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe105.front01.iad01.production.nest.com dst-port:11095
672,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe104.front01.iad01.production.nest.com dst-port:11095
673,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe36.front01.iad01.production.nest.com dst-port:11095
674,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe73.front01.iad01.production.nest.com dst-port:11095
675,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe119.front01.iad01.production.nest.com dst-port:11095
676,nestsmokesensorMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst-port:67
677,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe95.front01.iad01.production.nest.com dst-port:11095
678,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe60.front01.iad01.production.nest.com dst-port:11095
679,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe43.front01.iad01.production.nest.com dst-port:11095
680,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe118.front01.iad01.production.nest.com dst-port:11095
681,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe93.front01.iad01.production.nest.com dst-port:11095
682,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe06.front01.iad01.production.nest.com dst-port:11095
683,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe117.front01.iad01.production.nest.com dst-port:11095
684,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe58.front01.iad01.production.nest.com dst-port:11095
685,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe42.front01.iad01.production.nest.com dst-port:11095
686,nestsmokesensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:czfe94.front01.iad01.production.nest.com dst-port:11095
687,nestsmokesensorMud,ingress ipv4 tcp src:czfe91.front01.iad01.production.nest.com src-port:11095
688,nestsmokesensorMud,ingress ipv4 tcp src:weave-logsink.nest.com src-port:11095
689,nestsmokesensorMud,ingress ipv4 tcp src:czfe22.front01.iad01.production.nest.com src-port:11095
690,nestsmokesensorMud,ingress ipv4 tcp src:czfe32.front01.iad01.production.nest.com src-port:11095
691,nestsmokesensorMud,ingress ipv4 tcp src:czfe14.front01.iad01.production.nest.com src-port:11095
692,nestsmokesensorMud,ingress ipv4 tcp src:czfe113.front01.iad01.production.nest.com src-port:11095
693,nestsmokesensorMud,ingress controller:gateway ipv4 udp src-port:67
694,nestsmokesensorMud,ingress ipv4 tcp src:czfe36.front01.iad01.production.nest.com src-port:11095
695,nestsmokesensorMud,ingress ipv4 tcp src:czfe04.front01.iad01.production.nest.com src-port:11095
696,nestsmokesensorMud,ingress ipv4 tcp src:czfe108.front01.iad01.production.nest.com src-port:11095
697,nestsmokesensorMud,ingress ipv4 tcp src:czfe42.front01.iad01.production.nest.com src-port:11095
698,nestsmokesensorMud,ingress ipv4 tcp src:czfe58.front01.iad01.production.nest.com src-port:11095
699,nestsmokesensorMud,ingress ipv4 tcp src:czfe41.front01.iad01.production.nest.com src-port:11095
700,nestsmokesensorMud,ingress ipv4 tcp src:czfe79.front01.iad01.production.nest.com src-port:11095
701,nestsmokesensorMud,ingress controller:dns ipv4 udp src-port:53
702,nestsmokesensorMud,ingress ipv4 tcp src:czfe16.front01.iad01.production.nest.com src-port:11095
703,nestsmokesensorMud,ingress ipv4 tcp src:czfe117.front01.iad01.production.nest.com src-port:11095
704,nestsmokesensorMud,ingress ipv4 tcp src:czfe94.front01.iad01.production.nest.com src-port:11095
705,nestsmokesensorMud,ingress ipv4 tcp src:czfe30.front01.iad01.production.nest.com src-port:11095
706,nestsmokesensorMud,ingress ipv4 tcp src:czfe49.front01.iad01.production.nest.com src-port:11095
707,nestsmokesensorMud,ingress ipv4 tcp src:czfe50.front01.iad01.production.nest.com src-port:11095
708,nestsmokesensorMud,ingress ipv4 tcp src:czfe66.front01.iad01.production.nest.com src-port:11095
709,nestsmokesensorMud,ingress ipv4 tcp src:czfe60.front01.iad01.production.nest.com src-port:11095
710,nestsmokesensorMud,ingress ipv4 tcp src:czfe33.front01.iad01.production.nest.com src-port:11095
711,nestsmokesensorMud,ingress ipv4 tcp src:czfe03.front01.iad01.production.nest.com src-port:11095
712,nestsmokesensorMud,ingress ipv4 tcp src:czfe104.front01.iad01.production.nest.com src-port:11095
713,nestsmokesensorMud,ingress ipv4 tcp src:czfe70.front01.iad01.production.nest.com src-port:11095
714,nestsmokesensorMud,ingress ipv4 tcp src:czfe11.front01.iad01.production.nest.com src-port:11095
715,nestsmokesensorMud,ingress ipv4 tcp src:czfe53.front01.iad01.production.nest.com src-port:11095
716,nestsmokesensorMud,ingress ipv4 tcp src:czfe109.front01.iad01.production.nest.com src-port:11095
717,nestsmokesensorMud,ingress ipv4 tcp src:czfe43.front01.iad01.production.nest.com src-port:11095
718,nestsmokesensorMud,ingress ipv4 tcp src:czfe21.front01.iad01.production.nest.com src-port:11095
719,nestsmokesensorMud,ingress ipv4 tcp src:czfe95.front01.iad01.production.nest.com src-port:11095
720,nestsmokesensorMud,ingress ipv4 tcp src:czfe119.front01.iad01.production.nest.com src-port:11095
721,nestsmokesensorMud,ingress ipv4 tcp src:frontdoor.nest.com src-port:11095
722,nestsmokesensorMud,ingress ipv4 tcp src:czfe73.front01.iad01.production.nest.com src-port:11095
723,nestsmokesensorMud,ingress ipv4 tcp src:czfe118.front01.iad01.production.nest.com src-port:11095
724,nestsmokesensorMud,ingress ipv4 tcp src:czfe84.front01.iad01.production.nest.com src-port:11095
725,nestsmokesensorMud,ingress ipv4 tcp src:czfe48.front01.iad01.production.nest.com src-port:11095
726,nestsmokesensorMud,ingress ipv4 tcp src:czfe89.front01.iad01.production.nest.com src-port:11095
727,nestsmokesensorMud,ingress ipv4 tcp src:czfe06.front01.iad01.production.nest.com src-port:11095
728,nestsmokesensorMud,ingress ipv4 tcp src:czfe17.front01.iad01.production.nest.com src-port:11095
729,nestsmokesensorMud,ingress ipv4 tcp src:czfe67.front01.iad01.production.nest.com src-port:11095
730,nestsmokesensorMud,ingress ipv4 tcp src:czfe71.front01.iad01.production.nest.com src-port:11095
731,nestsmokesensorMud,ingress ipv4 tcp src:czfe56.front01.iad01.production.nest.com src-port:11095
732,nestsmokesensorMud,ingress ipv4 tcp src:czfe105.front01.iad01.production.nest.com src-port:11095
733,nestsmokesensorMud,ingress ipv4 tcp src:czfe116.front01.iad01.production.nest.com src-port:11095
734,nestsmokesensorMud,ingress ipv4 tcp src:czfe93.front01.iad01.production.nest.com src-port:11095
735,nestsmokesensorMud,ingress ipv4 tcp src:czfe100.front01.iad01.production.nest.com src-port:11095
736,nestsmokesensorMud,egress controller:gateway ipv6 58
737,nestsmokesensorMud,egress local ipv6 58 dst:ff00::/8
738,nestsmokesensorMud,egress local ipv6 0 dst:ff00::/8
739,nestsmokesensorMud,egress local eth:0x0006
740,nestsmokesensorMud,egress local eth:0x888e
741,pixstarphotoframeMud,egress controller:gateway ipv4 udp dst-port:67
742,pixstarphotoframeMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
743,pixstarphotoframeMud,egress ipv4 udp dst:127.0.0.1/32 dst-port:137
744,pixstarphotoframeMud,egress ipv4 tcp (direction-initiated:from-device) dst:iptime.pix-star.com dst-port:80
745,pixstarphotoframeMud,egress ipv4 tcp (direction-initiated:from-device) dst:api.pix-star.com dst-port:443
746,pixstarphotoframeMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst-port:137
747,pixstarphotoframeMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst-port:138
748,pixstarphotoframeMud,egress controller:dns ipv4 udp dst-port:53
749,pixstarphotoframeMud,ingress ipv4 tcp src:iptime.pix-star.com src-port:80
750,pixstarphotoframeMud,ingress controller:dns ipv4 udp src-port:53
751,pixstarphotoframeMud,ingress controller:gateway ipv4 udp src-port:67
752,pixstarphotoframeMud,ingress ipv4 tcp src:api.pix-star.com src-port:443
753,pixstarphotoframeMud,egress local ipv6 0 dst:ff00::/8
754,pixstarphotoframeMud,egress controller:gateway ipv6 58
755,pixstarphotoframeMud,egress local ipv6 58 dst:ff00::/8
756,pixstarphotoframeMud,egress local eth:0x888e
757,pixstarphotoframeMud,egress local eth:0x0006
758,ringdoorbellMud,egress controller:gateway ipv4 udp dst-port:67
759,ringdoorbellMud,egress controller:dns ipv4 udp dst-port:53
760,ringdoorbellMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
761,ringdoorbellMud,egress ipv4 tcp (direction-initiated:from-device) dst:wu.ring.com dst-port:443
762,ringdoorbellMud,egress ipv4 tcp (direction-initiated:from-device) dst:fw.ring.com dst-port:80
763,ringdoorbellMud,egress ipv4 tcp (direction-initiated:from-device) dst:rss-dpd-service.ring.com dst-port:9998
764,ringdoorbellMud,egress ipv4 udp dst:2.pool.ntp.org dst-port:123
765,ringdoorbellMud,egress ipv4 udp dst:8.8.8.8/32 dst-port:53
766,ringdoorbellMud,ingress ipv4 tcp src:fw.ring.com src-port:80
767,ringdoorbellMud,ingress controller:dns ipv4 udp src-port:53
768,ringdoorbellMud,ingress ipv4 udp src:2.pool.ntp.org src-port:123
769,ringdoorbellMud,ingress ipv4 tcp src:wu.ring.com src-port:443
770,ringdoorbellMud,ingress controller:gateway ipv4 udp src-port:67
771,ringdoorbellMud,ingress ipv4 udp src:8.8.8.8/32 src-port:53
772,ringdoorbellMud,ingress ipv4 tcp src:rss-dpd-service.ring.com src-port:9998
773,ringdoorbellMud,egress local eth:0x888e
774,ringdoorbellMud,egress local eth:0x0006
775,samsungsmartcamMud,egress ipv4 udp dst:europe.pool.ntp.org dst-port:123
776,samsungsmartcamMud,egress local ipv4 igmp dst:224.0.0.251/32
777,samsungsmartcamMud,egress local ipv4 tcp
778,samsungsmartcamMud,egress local ipv4 igmp dst:224.0.0.22/32
779,samsungsmartcamMud,egress local ipv4 udp dst:239.255.255.250/32 dst-port:1900
780,samsungsmartcamMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
781,samsungsmartcamMud,egress ipv4 udp
782,samsungsmartcamMud,egress ipv4 udp dst:pool.ntp.org dst-port:123
783,samsungsmartcamMud,egress local ipv4 igmp dst:239.255.255.250/32
784,samsungsmartcamMud,egress controller:dns ipv4 udp dst-port:53
785,samsungsmartcamMud,egress local ipv4 tcp src-port:49152
786,samsungsmartcamMud,egress local ipv4 udp
787,samsungsmartcamMud,egress ipv4 tcp (direction-initiated:from-device) dst:xmpp.samsungsmartcam.com dst-port:5222
788,samsungsmartcamMud,egress controller:gateway ipv4 udp dst-port:67
789,samsungsmartcamMud,egress ipv4 udp dst:asia.pool.ntp.org dst-port:123
790,samsungsmartcamMud,egress ipv4 tcp (direction-initiated:from-device) dst:media.samsungsmartcam.com dst-port:443
791,samsungsmartcamMud,egress local ipv4 igmp dst:224.0.0.2/32
792,samsungsmartcamMud,egress local ipv4 tcp src-port:80
793,samsungsmartcamMud,ingress controller:dns ipv4 udp src-port:53
794,samsungsmartcamMud,ingress local ipv4 tcp (direction-initiated:to-device)
795,samsungsmartcamMud,ingress ipv4 udp src:europe.pool.ntp.org src-port:123
796,samsungsmartcamMud,ingress ipv4 udp src:asia.pool.ntp.org src-port:123
797,samsungsmartcamMud,ingress ipv4 tcp src:media.samsungsmartcam.com src-port:443
798,samsungsmartcamMud,ingress local ipv4 udp
799,samsungsmartcamMud,ingress controller:gateway ipv4 udp src-port:67
800,samsungsmartcamMud,ingress ipv4 udp
801,samsungsmartcamMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:49152
802,samsungsmartcamMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:80
803,samsungsmartcamMud,ingress ipv4 tcp src:xmpp.samsungsmartcam.com src-port:5222
804,samsungsmartcamMud,ingress ipv4 udp src:pool.ntp.org src-port:123
805,samsungsmartcamMud,egress controller:gateway ipv6 58
806,samsungsmartcamMud,egress local ipv6 udp dst:ff00::/8 dst-port:1900
807,samsungsmartcamMud,egress local ipv6 udp dst:ff00::/8 dst-port:5353
808,samsungsmartcamMud,egress local ipv6 58 dst:ff00::/8
809,samsungsmartcamMud,egress local ipv6 0 dst:ff00::/8
810,samsungsmartcamMud,egress local eth:0x0006
811,samsungsmartcamMud,egress local eth:0x888e
812,tplinkcameraMud,egress local ipv4 igmp dst:224.0.0.1/32
813,tplinkcameraMud,egress controller:gateway ipv4 udp dst-port:67
814,tplinkcameraMud,egress ipv4 tcp (direction-initiated:from-device) dst:ipc.tplinkcloud.com dst-port:443
815,tplinkcameraMud,egress ipv4 udp dst:0.pool.ntp.org dst-port:123
816,tplinkcameraMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
817,tplinkcameraMud,egress ipv4 tcp (direction-initiated:from-device) dst:ipc.tplinkcloud.com dst-port:80
818,tplinkcameraMud,egress ipv4 tcp (direction-initiated:from-device) dst:ipcserv.tplinkcloud.com dst-port:80
819,tplinkcameraMud,egress ipv4 udp
820,tplinkcameraMud,egress ipv4 tcp (direction-initiated:from-device) dst:devs.tplinkcloud.com dst-port:443
821,tplinkcameraMud,egress local ipv4 udp dst:224.0.0.251/32 dst-port:5353
822,tplinkcameraMud,egress ipv4 udp dst:sg-stun.tplinkcloud.com dst-port:3478
823,tplinkcameraMud,egress local ipv4 udp src-port:1068
824,tplinkcameraMud,egress controller:dns ipv4 udp dst-port:53
825,tplinkcameraMud,egress local ipv4 tcp src-port:8080
826,tplinkcameraMud,egress ipv4 tcp (direction-initiated:from-device) dst:aps1-relay.tplinkcloud.com dst-port:80
827,tplinkcameraMud,egress local ipv4 igmp dst:224.0.0.2/32
828,tplinkcameraMud,egress ipv4 tcp (direction-initiated:from-device) dst:ipcserv.tplinkcloud.com dst-port:443
829,tplinkcameraMud,egress local ipv4 tcp src-port:80
830,tplinkcameraMud,ingress ipv4 udp src:0.pool.ntp.org src-port:123
831,tplinkcameraMud,ingress controller:dns ipv4 udp src-port:53
832,tplinkcameraMud,ingress ipv4 tcp src:ipc.tplinkcloud.com src-port:80
833,tplinkcameraMud,ingress ipv4 tcp src:ipcserv.tplinkcloud.com src-port:443
834,tplinkcameraMud,ingress ipv4 tcp src:ipcserv.tplinkcloud.com src-port:80
835,tplinkcameraMud,ingress ipv4 udp src:sg-stun.tplinkcloud.com src-port:3478
836,tplinkcameraMud,ingress ipv4 tcp src:devs.tplinkcloud.com src-port:443
837,tplinkcameraMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:8080
838,tplinkcameraMud,ingress controller:gateway ipv4 udp src-port:67
839,tplinkcameraMud,ingress ipv4 tcp src:aps1-relay.tplinkcloud.com src-port:80
840,tplinkcameraMud,ingress ipv4 udp
841,tplinkcameraMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:80
842,tplinkcameraMud,ingress ipv4 tcp src:ipc.tplinkcloud.com src-port:443
843,tplinkcameraMud,egress local eth:0x888e
844,tplinkcameraMud,egress local eth:0x0006
845,tplinkplugMud,egress ipv4 udp dst:ru.pool.ntp.org dst-port:123
846,tplinkplugMud,egress controller:gateway ipv4 udp dst-port:67
847,tplinkplugMud,egress ipv4 tcp (direction-initiated:from-device) dst:devs.tplinkcloud.com dst-port:50443
848,tplinkplugMud,egress ipv4 udp dst:de.pool.ntp.org dst-port:123
849,tplinkplugMud,egress ipv4 udp dst:s1b.time.edu.cn dst-port:123
850,tplinkplugMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
851,tplinkplugMud,egress ipv4 udp dst:time-b.nist.gov dst-port:123
852,tplinkplugMud,egress ipv4 udp dst:0.cn.pool.ntp.org dst-port:123
853,tplinkplugMud,egress local ipv4 udp src-port:9999
854,tplinkplugMud,egress ipv4 udp dst:1.asia.pool.ntp.org dst-port:123
855,tplinkplugMud,egress ipv4 udp dst:ca.pool.ntp.org dst-port:123
856,tplinkplugMud,egress controller:dns ipv4 udp dst-port:53
857,tplinkplugMud,egress ipv4 udp dst:us.pool.ntp.org dst-port:123
858,tplinkplugMud,egress ipv4 udp dst:uk.pool.ntp.org dst-port:123
859,tplinkplugMud,egress ipv4 udp dst:fr.pool.ntp.org dst-port:123
860,tplinkplugMud,egress local ipv4 tcp src-port:9999
861,tplinkplugMud,ingress ipv4 udp src:s1b.time.edu.cn src-port:123
862,tplinkplugMud,ingress ipv4 udp src:fr.pool.ntp.org src-port:123
863,tplinkplugMud,ingress controller:dns ipv4 udp src-port:53
864,tplinkplugMud,ingress ipv4 udp src:de.pool.ntp.org src-port:123
865,tplinkplugMud,ingress ipv4 udp src:us.pool.ntp.org src-port:123
866,tplinkplugMud,ingress ipv4 udp src:ca.pool.ntp.org src-port:123
867,tplinkplugMud,ingress ipv4 udp src:0.cn.pool.ntp.org src-port:123
868,tplinkplugMud,ingress ipv4 udp src:uk.pool.ntp.org src-port:123
869,tplinkplugMud,ingress ipv4 udp src:time-b.nist.gov src-port:123
870,tplinkplugMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:9999
871,tplinkplugMud,ingress ipv4 udp src:ru.pool.ntp.org src-port:123
872,tplinkplugMud,ingress controller:gateway ipv4 udp src-port:67
873,tplinkplugMud,ingress ipv4 udp src:1.asia.pool.ntp.org src-port:123
874,tplinkplugMud,ingress ipv4 tcp src:devs.tplinkcloud.com src-port:50443
875,tplinkplugMud,egress local eth:0x888e
876,tplinkplugMud,egress local eth:0x0006
877,tribyspeakerMud,egress ipv4 udp dst:sip.aws.invoxia.io dst-port:10003
878,tribyspeakerMud,egress ipv4 tcp (direction-initiated:from-device) dst:crossbar.invoxia.io dst-port:8090
879,tribyspeakerMud,egress ipv4 tcp (direction-initiated:from-device) dst:playerservices.streamtheworld.com dst-port:80
880,tribyspeakerMud,egress ipv4 udp dst:0.invoxia.pool.ntp.org dst-port:123
881,tribyspeakerMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
882,tribyspeakerMud,egress ipv4 udp dst:2.invoxia.pool.ntp.org dst-port:123
883,tribyspeakerMud,egress ipv4 udp dst:sip.aws.invoxia.io dst-port:10002
884,tribyspeakerMud,egress controller:dns ipv4 udp dst-port:53
885,tribyspeakerMud,egress ipv4 tcp (direction-initiated:from-device) dst:18393.live.streamtheworld.com dst-port:80
886,tribyspeakerMud,egress ipv4 tcp (direction-initiated:from-device) dst:1129153316.airable.io dst-port:80
887,tribyspeakerMud,egress ipv4 tcp (direction-initiated:from-device) dst:whatismyip.akamai.com dst-port:80
888,tribyspeakerMud,egress controller:gateway ipv4 udp dst-port:67
889,tribyspeakerMud,egress ipv4 tcp (direction-initiated:from-device) dst:sip.aws.invoxia.io dst-port:5228
890,tribyspeakerMud,egress ipv4 tcp (direction-initiated:from-device) dst:streaming.novaentertainment.com.au dst-port:80
891,tribyspeakerMud,egress local ipv4 udp dst:224.0.0.251/32 dst-port:5353
892,tribyspeakerMud,egress ipv4 tcp (direction-initiated:from-device) dst:ws.invoxia.io dst-port:443
893,tribyspeakerMud,egress ipv4 udp dst:3.invoxia.pool.ntp.org dst-port:123
894,tribyspeakerMud,egress ipv4 tcp (direction-initiated:from-device) dst:esdk-ffl.spotify.com dst-port:80
895,tribyspeakerMud,egress ipv4 tcp (direction-initiated:from-device) dst:developer.invoxia.com dst-port:80
896,tribyspeakerMud,egress ipv4 tcp (direction-initiated:from-device) dst:15373.live.streamtheworld.com dst-port:80
897,tribyspeakerMud,ingress controller:dns ipv4 udp src-port:53
898,tribyspeakerMud,ingress ipv4 tcp src:1129153316.airable.io src-port:80
899,tribyspeakerMud,ingress ipv4 udp src:2.invoxia.pool.ntp.org src-port:123
900,tribyspeakerMud,ingress ipv4 tcp src:streaming.novaentertainment.com.au src-port:80
901,tribyspeakerMud,ingress ipv4 tcp src:playerservices.streamtheworld.com src-port:80
902,tribyspeakerMud,ingress ipv4 tcp src:18393.live.streamtheworld.com src-port:80
903,tribyspeakerMud,ingress ipv4 tcp src:15373.live.streamtheworld.com src-port:80
904,tribyspeakerMud,ingress ipv4 tcp src:sip.aws.invoxia.io src-port:5228
905,tribyspeakerMud,ingress ipv4 udp src:sip.aws.invoxia.io src-port:10002
906,tribyspeakerMud,ingress ipv4 tcp src:developer.invoxia.com src-port:80
907,tribyspeakerMud,ingress ipv4 tcp src:whatismyip.akamai.com src-port:80
908,tribyspeakerMud,ingress controller:gateway ipv4 udp src-port:67
909,tribyspeakerMud,ingress ipv4 tcp src:ws.invoxia.io src-port:443
910,tribyspeakerMud,ingress ipv4 tcp src:esdk-ffl.spotify.com src-port:80
911,tribyspeakerMud,ingress ipv4 udp src:0.invoxia.pool.ntp.org src-port:123
912,tribyspeakerMud,ingress ipv4 udp src:3.invoxia.pool.ntp.org src-port:123
913,tribyspeakerMud,ingress ipv4 tcp src:crossbar.invoxia.io src-port:8090
914,tribyspeakerMud,egress controller:gateway ipv6 58
915,tribyspeakerMud,egress local ipv6 udp dst:ff00::/8 dst-port:5353
916,tribyspeakerMud,egress local ipv6 58 dst:ff00::/8
917,tribyspeakerMud,egress local ipv6 0 dst:ff00::/8
918,tribyspeakerMud,egress local eth:0x0006
919,tribyspeakerMud,egress local eth:0x888e
920,wemomotionMud,egress local ipv4 igmp dst:224.0.0.22/32
921,wemomotionMud,egress ipv4 tcp (direction-initiated:from-device) dst:xbcs.net dst-port:8443
922,wemomotionMud,egress local ipv4 udp dst:239.255.255.250/32 dst-port:1900
923,wemomotionMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
924,wemomotionMud,egress ipv4 udp dst:129.132.2.21/32 dst-port:123
925,wemomotionMud,egress controller:gateway ipv4 1
926,wemomotionMud,egress ipv4 tcp dst:tunnel.xbcs.net dst-port:3478
927,wemomotionMud,egress ipv4 tcp (direction-initiated:from-device) dst:devices.xbcs.net dst-port:8899
928,wemomotionMud,egress local ipv4 igmp dst:239.255.255.250/32
929,wemomotionMud,egress controller:dns ipv4 udp dst-port:53
930,wemomotionMud,egress local ipv4 tcp src-port:49152
931,wemomotionMud,egress local ipv4 udp
932,wemomotionMud,egress local ipv4 igmp dst:224.0.0.2/32
933,wemomotionMud,egress ipv4 udp dst:132.163.4.102/32 dst-port:123
934,wemomotionMud,egress local ipv4 tcp src-port:49153
935,wemomotionMud,ingress ipv4 udp src:129.132.2.21/32 src-port:123
936,wemomotionMud,ingress controller:gateway ipv4 1
937,wemomotionMud,ingress local ipv4 udp
938,wemomotionMud,ingress controller:dns ipv4 udp src-port:53
939,wemomotionMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:49153
940,wemomotionMud,ingress ipv4 tcp src:xbcs.net src-port:8443
941,wemomotionMud,ingress controller:gateway ipv4 udp src-port:67
942,wemomotionMud,ingress ipv4 tcp src:devices.xbcs.net src-port:8899
943,wemomotionMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:49152
944,wemomotionMud,ingress ipv4 udp src:132.163.4.102/32 src-port:123
945,wemomotionMud,ingress ipv4 tcp src:tunnel.xbcs.net src-port:3478
946,wemomotionMud,egress local ipv6 0 dst:ff00::/8
947,wemomotionMud,egress controller:gateway ipv6 58
948,wemomotionMud,egress local ipv6 58 dst:ff00::/8
949,wemomotionMud,egress local eth:0x888e
950,wemomotionMud,egress local eth:0x0006
951,wemoswitchMud,egress ipv4 tcp (direction-initiated:from-device) dst:api.xbcs.net dst-port:8443
952,wemoswitchMud,egress controller:gateway ipv4 udp dst-port:67
953,wemoswitchMud,egress local ipv4 igmp dst:224.0.0.22/32
954,wemoswitchMud,egress local ipv4 udp dst:239.255.255.250/32 dst-port:1900
955,wemoswitchMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
956,wemoswitchMud,egress ipv4 tcp (direction-initiated:from-device) dst-port:3478
957,wemoswitchMud,egress ipv4 1 dst:208.67.222.222/32
958,wemoswitchMud,egress ipv4 udp dst:129.132.2.21/32 dst-port:123
959,wemoswitchMud,egress controller:gateway ipv4 1
960,wemoswitchMud,egress ipv4 1 dst:4.2.2.2/32
961,wemoswitchMud,egress controller:dns ipv4 udp dst-port:53
962,wemoswitchMud,egress local ipv4 tcp src-port:49154
963,wemoswitchMud,egress ipv4 udp dst:130.149.17.8/32 dst-port:123
964,wemoswitchMud,egress local ipv4 udp
965,wemoswitchMud,egress ipv4 tcp (direction-initiated:from-device) dst:nat.xbcs.net dst-port:3475
966,wemoswitchMud,egress ipv4 1 dst:8.8.8.8/32
967,wemoswitchMud,egress local ipv4 tcp src-port:49153
968,wemoswitchMud,ingress controller:gateway ipv4 1
969,wemoswitchMud,ingress controller:dns ipv4 udp src-port:53
970,wemoswitchMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:49153
971,wemoswitchMud,ingress ipv4 udp src:130.149.17.8/32 src-port:123
972,wemoswitchMud,ingress ipv4 udp src:129.132.2.21/32 src-port:123
973,wemoswitchMud,ingress ipv4 1 src:4.2.2.2/32
974,wemoswitchMud,ingress local ipv4 tcp (direction-initiated:to-device) dst-port:49154
975,wemoswitchMud,ingress local ipv4 udp
976,wemoswitchMud,ingress controller:gateway ipv4 udp src-port:67
977,wemoswitchMud,ingress ipv4 1 src:8.8.8.8/32
978,wemoswitchMud,ingress ipv4 1 src:208.67.222.222/32
979,wemoswitchMud,ingress ipv4 tcp src-port:3478
980,wemoswitchMud,ingress ipv4 tcp src:nat.xbcs.net src-port:3475
981,wemoswitchMud,ingress ipv4 tcp src:api.xbcs.net src-port:8443
982,wemoswitchMud,egress local eth:0x888e
983,wemoswitchMud,egress local eth:0x0006
984,withingsbabymonitorMud,egress ipv4 tcp (direction-initiated:from-device) dst:fr-eqx-fwd-06.withings.com dst-port:1935
